,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,YEARS_EMPLOYED,YEARS_ALIVE,ON_TIME_RATE,ON_TIME,Higher education,Secondary / secondary special,Incomplete higher,Lower secondary,Academic degree
246035,5048601,0,1,0,315000,0,0,0,1,9.02,41.8,70.0,0,0.0,0.0,0.0,0.0,1.0
246055,5048602,0,1,0,315000,0,0,0,1,9.02,41.8,100.0,1,0.0,0.0,0.0,0.0,1.0
246074,5048603,0,1,0,315000,0,0,0,1,9.02,41.8,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
246102,5048604,0,1,0,315000,0,0,0,1,9.02,41.8,0.0,0,0.0,0.0,0.0,0.0,1.0
246121,5048605,0,1,0,315000,0,0,0,1,9.02,41.8,62.96296296296296,0,0.0,0.0,0.0,0.0,1.0
246148,5048606,0,1,0,315000,0,0,0,1,9.02,41.8,100.0,1,0.0,0.0,0.0,0.0,1.0
246165,5048607,0,1,0,315000,0,0,0,1,9.02,41.8,0.0,0,0.0,0.0,0.0,0.0,1.0
246184,5048608,0,1,0,315000,0,0,0,1,9.02,41.8,100.0,1,0.0,0.0,0.0,0.0,1.0
246206,5048609,0,1,0,315000,0,0,0,1,9.02,41.8,25.0,0,0.0,0.0,0.0,0.0,1.0
246222,5048610,0,1,0,315000,0,0,0,1,9.02,41.8,0.0,0,0.0,0.0,0.0,0.0,1.0
246240,5048615,1,1,0,315000,0,0,0,2,12.02,37.34,87.5,1,0.0,1.0,0.0,0.0,0.0
246272,5048616,1,1,0,315000,0,0,0,2,12.02,37.34,37.5,0,0.0,1.0,0.0,0.0,0.0
246304,5048617,1,1,0,315000,0,0,0,2,12.02,37.34,72.72727272727273,0,0.0,1.0,0.0,0.0,0.0
246348,5048618,1,1,0,315000,0,0,0,2,12.02,37.34,72.72727272727273,0,0.0,1.0,0.0,0.0,0.0
246392,5048619,1,1,0,315000,0,0,0,2,12.02,37.34,1.694915254237288,0,0.0,1.0,0.0,0.0,0.0
246451,5048620,1,1,0,315000,0,0,0,2,12.02,37.34,89.83050847457628,1,0.0,1.0,0.0,0.0,0.0
246510,5048623,1,1,0,315000,0,0,0,2,12.02,37.34,15.686274509803921,0,0.0,1.0,0.0,0.0,0.0
246561,5048624,1,1,0,315000,0,0,0,2,12.02,37.34,100.0,1,0.0,1.0,0.0,0.0,0.0
246599,5048628,0,0,2,135000,0,0,0,4,1.18,37.37,7.142857142857142,0,0.0,0.0,0.0,0.0,1.0
246613,5048630,0,0,2,135000,0,0,0,4,1.18,37.37,47.61904761904761,0,0.0,0.0,0.0,0.0,1.0
246634,5048633,0,0,2,135000,0,0,0,4,1.18,37.37,84.61538461538461,1,0.0,0.0,0.0,0.0,1.0
246660,5048634,0,0,2,135000,0,0,0,4,1.18,37.37,72.97297297297297,0,0.0,0.0,0.0,0.0,1.0
246697,5048635,0,0,2,135000,0,0,0,4,1.18,37.37,88.57142857142857,1,0.0,0.0,0.0,0.0,1.0
246732,5048636,0,0,2,135000,0,0,0,4,1.18,37.37,7.6923076923076925,0,0.0,0.0,0.0,0.0,1.0
246758,5048637,0,0,2,135000,0,0,0,4,1.18,37.37,60.86956521739131,0,0.0,0.0,0.0,0.0,1.0
246781,5048638,0,0,2,135000,0,0,0,4,1.18,37.37,54.54545454545454,0,0.0,0.0,0.0,0.0,1.0
246803,5048639,0,0,2,135000,0,0,0,4,1.18,37.37,30.76923076923077,0,0.0,0.0,0.0,0.0,1.0
246816,5048640,0,0,2,135000,0,0,0,4,1.18,37.37,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
246828,5048641,0,0,0,157500,0,0,0,1,0.0,65.88,95.45454545454545,1,0.0,0.0,0.0,0.0,1.0
246850,5048642,0,0,0,157500,0,0,0,1,0.0,65.88,20.0,0,0.0,0.0,0.0,0.0,1.0
246865,5048645,0,0,0,157500,0,0,0,1,0.0,65.88,42.857142857142854,0,0.0,0.0,0.0,0.0,1.0
246886,5048646,0,0,0,157500,0,0,0,1,0.0,65.88,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
246910,5048647,0,0,0,157500,0,0,0,1,0.0,65.88,42.857142857142854,0,0.0,0.0,0.0,0.0,1.0
246931,5050439,1,1,1,157500,0,0,0,3,7.54,35.74,95.83333333333334,1,0.0,0.0,1.0,0.0,0.0
246955,5050440,1,1,1,157500,0,0,0,3,7.54,35.74,94.5945945945946,1,0.0,0.0,1.0,0.0,0.0
246992,5050443,1,1,1,157500,0,0,0,3,7.54,35.74,64.86486486486487,0,0.0,0.0,1.0,0.0,0.0
247029,5050444,1,1,1,157500,0,0,0,3,7.54,35.74,28.57142857142857,0,0.0,0.0,1.0,0.0,0.0
247043,5050445,1,1,1,157500,0,0,0,3,7.54,35.74,0.0,0,0.0,0.0,1.0,0.0,0.0
247048,5050447,1,1,1,157500,0,0,0,3,7.54,35.74,89.47368421052632,1,0.0,0.0,1.0,0.0,0.0
247086,5050448,1,1,1,157500,0,0,0,3,7.54,35.74,86.66666666666667,1,0.0,0.0,1.0,0.0,0.0
247116,5050449,1,1,1,157500,0,0,0,3,7.54,35.74,73.07692307692307,0,0.0,0.0,1.0,0.0,0.0
247142,5050450,1,1,1,157500,0,0,0,3,7.54,35.74,68.0,0,0.0,0.0,1.0,0.0,0.0
247167,5050451,1,1,1,157500,0,0,0,3,7.54,35.74,5.555555555555555,0,0.0,0.0,1.0,0.0,0.0
247185,5050453,0,1,1,231750,0,0,0,3,0.37,39.03,5.555555555555555,0,0.0,0.0,0.0,0.0,1.0
247203,5050454,0,1,1,231750,0,0,0,3,0.37,39.03,85.71428571428571,1,0.0,0.0,0.0,0.0,1.0
247238,5050455,0,1,1,231750,0,0,0,3,0.37,39.03,5.555555555555555,0,0.0,0.0,0.0,0.0,1.0
247256,5050456,0,1,1,231750,0,0,0,3,0.37,39.03,91.37931034482759,1,0.0,0.0,0.0,0.0,1.0
247314,5050475,0,0,0,292500,0,0,0,2,29.47,51.23,25.0,0,0.0,0.0,0.0,0.0,1.0
247318,5050476,0,0,0,292500,0,0,0,2,29.47,51.23,50.0,0,0.0,0.0,0.0,0.0,1.0
247324,5050477,0,0,0,292500,0,0,0,2,29.47,51.23,91.66666666666666,1,0.0,0.0,0.0,0.0,1.0
247360,5050478,0,0,0,292500,0,0,0,2,29.47,51.23,82.85714285714286,1,0.0,0.0,0.0,0.0,1.0
247395,5050479,0,0,0,292500,0,0,0,2,29.47,51.23,75.86206896551724,1,0.0,0.0,0.0,0.0,1.0
247424,5050480,0,0,0,292500,0,0,0,2,29.47,51.23,41.66666666666667,0,0.0,0.0,0.0,0.0,1.0
247436,5050481,0,0,0,292500,0,0,0,2,29.47,51.23,90.32258064516128,1,0.0,0.0,0.0,0.0,1.0
247467,5050482,0,0,0,292500,0,0,0,2,29.47,51.23,91.42857142857143,1,0.0,0.0,0.0,0.0,1.0
247502,5050483,0,0,0,292500,0,0,0,2,29.47,51.23,76.92307692307693,1,0.0,0.0,0.0,0.0,1.0
247515,5050484,0,0,0,292500,0,0,0,2,29.47,51.23,20.0,0,0.0,0.0,0.0,0.0,1.0
247520,5050485,0,0,0,292500,0,0,0,2,29.47,51.23,92.5,1,0.0,0.0,0.0,0.0,1.0
247560,5050486,0,0,0,292500,0,0,0,2,29.47,51.23,63.1578947368421,0,0.0,0.0,0.0,0.0,1.0
247579,5050487,0,0,0,292500,0,0,0,2,29.47,51.23,20.0,0,0.0,0.0,0.0,0.0,1.0
247584,5050488,0,0,0,292500,0,0,0,2,29.47,51.23,90.0,1,0.0,0.0,0.0,0.0,1.0
247614,5050489,0,0,0,292500,0,0,0,2,29.47,51.23,84.21052631578947,1,0.0,0.0,0.0,0.0,1.0
247633,5050490,0,0,0,292500,0,0,0,2,29.47,51.23,0.0,0,0.0,0.0,0.0,0.0,1.0
247636,5050496,0,0,0,90000,1,0,0,2,14.63,51.9,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
247651,5050497,0,0,0,90000,1,0,0,2,14.63,51.9,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
247666,5050503,0,0,2,135000,1,1,0,4,12.46,34.36,24.0,0,0.0,0.0,0.0,0.0,1.0
247691,5050504,0,0,2,135000,1,1,0,4,12.46,34.36,72.22222222222221,0,0.0,0.0,0.0,0.0,1.0
247709,5050505,0,0,2,135000,1,1,0,4,12.46,34.36,20.833333333333336,0,0.0,0.0,0.0,0.0,1.0
247733,5050506,0,0,2,135000,1,1,0,4,12.46,34.36,100.0,1,0.0,0.0,0.0,0.0,1.0
247742,5050507,0,0,2,135000,1,1,0,4,12.46,34.36,23.52941176470588,0,0.0,0.0,0.0,0.0,1.0
247759,5050508,0,0,2,135000,1,1,0,4,12.46,34.36,100.0,1,0.0,0.0,0.0,0.0,1.0
247777,5050509,0,0,2,135000,1,1,0,4,12.46,34.36,100.0,1,0.0,0.0,0.0,0.0,1.0
247786,5050510,0,0,0,225000,1,0,0,2,8.55,53.39,58.333333333333336,0,0.0,0.0,0.0,0.0,1.0
247798,5050511,0,0,0,225000,1,0,0,2,8.55,53.39,54.285714285714285,0,0.0,0.0,0.0,0.0,1.0
247833,5050512,0,0,0,225000,1,0,0,2,8.55,53.39,58.333333333333336,0,0.0,0.0,0.0,0.0,1.0
247845,5050513,0,0,0,225000,1,0,0,2,8.55,53.39,60.0,0,0.0,0.0,0.0,0.0,1.0
247870,5050514,0,0,0,225000,1,0,0,2,8.55,53.39,100.0,1,0.0,0.0,0.0,0.0,1.0
247881,5050515,0,0,0,225000,1,0,0,2,8.55,53.39,100.0,1,0.0,0.0,0.0,0.0,1.0
247906,5050516,0,0,0,225000,1,0,0,2,8.55,53.39,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
247927,5050517,0,0,0,225000,1,0,0,2,8.55,53.39,100.0,1,0.0,0.0,0.0,0.0,1.0
247940,5050518,0,0,0,225000,1,0,0,2,8.55,53.39,20.0,0,0.0,0.0,0.0,0.0,1.0
247945,5050519,0,0,0,225000,1,0,0,2,8.55,53.39,100.0,1,0.0,0.0,0.0,0.0,1.0
247950,5050520,0,0,0,225000,1,0,0,2,8.55,53.39,100.0,1,0.0,0.0,0.0,0.0,1.0
247955,5050522,0,0,0,112500,0,0,0,2,0.0,63.86,3.7037037037037033,0,0.0,0.0,0.0,0.0,1.0
247982,5050523,0,0,0,112500,0,0,0,2,0.0,63.86,64.70588235294117,0,0.0,0.0,0.0,0.0,1.0
247999,5050527,1,0,0,135000,0,1,0,2,34.14,52.25,100.0,1,0.0,0.0,0.0,0.0,1.0
248018,5050529,0,0,0,180000,0,1,0,2,2.04,28.23,50.0,0,0.0,0.0,0.0,0.0,1.0
248040,5050530,0,0,0,180000,0,1,0,2,2.04,28.23,29.166666666666668,0,0.0,0.0,0.0,0.0,1.0
248064,5050531,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248071,5050532,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248078,5050533,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248085,5050534,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248092,5050535,0,0,2,225000,1,0,0,4,8.46,45.94,33.33333333333333,0,0.0,1.0,0.0,0.0,0.0
248146,5050536,0,0,2,225000,1,0,0,4,8.46,45.94,33.33333333333333,0,0.0,1.0,0.0,0.0,0.0
248200,5050537,0,0,2,225000,1,0,0,4,8.46,45.94,96.42857142857143,1,0.0,1.0,0.0,0.0,0.0
248228,5050538,0,0,2,225000,1,0,0,4,8.46,45.94,93.75,1,0.0,1.0,0.0,0.0,0.0
248276,5050539,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248283,5050540,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248290,5050542,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248297,5050543,0,0,2,225000,1,0,0,4,8.46,45.94,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
248304,5050544,0,0,2,225000,1,0,0,4,8.46,45.94,10.0,0,0.0,1.0,0.0,0.0,0.0
248344,5050545,0,0,2,225000,1,0,0,4,8.46,45.94,22.22222222222222,0,0.0,1.0,0.0,0.0,0.0
248353,5050546,0,0,2,225000,1,0,0,4,8.46,45.94,89.58333333333334,1,0.0,1.0,0.0,0.0,0.0
248401,5050547,0,0,2,225000,1,0,0,4,8.46,45.94,81.48148148148148,1,0.0,1.0,0.0,0.0,0.0
248428,5050548,0,0,2,225000,1,0,0,4,8.46,45.94,82.75862068965517,1,0.0,1.0,0.0,0.0,0.0
248457,5050549,0,0,2,225000,1,0,0,4,8.46,45.94,90.0,1,0.0,1.0,0.0,0.0,0.0
248467,5050550,0,0,2,225000,1,0,0,4,8.46,45.94,73.68421052631578,0,0.0,1.0,0.0,0.0,0.0
248486,5050551,0,0,2,225000,1,0,0,4,8.46,45.94,83.87096774193549,1,0.0,1.0,0.0,0.0,0.0
248517,5050552,0,0,2,225000,1,0,0,4,8.46,45.94,68.75,0,0.0,1.0,0.0,0.0,0.0
248533,5050553,0,0,2,225000,1,0,0,4,8.46,45.94,50.0,0,0.0,1.0,0.0,0.0,0.0
248543,5050554,0,0,2,225000,1,0,0,4,8.46,45.94,86.66666666666667,1,0.0,1.0,0.0,0.0,0.0
248558,5050555,0,0,2,225000,1,0,0,4,8.46,45.94,0.0,0,0.0,1.0,0.0,0.0,0.0
248567,5050556,0,0,2,225000,1,0,0,4,8.46,45.94,12.5,0,0.0,1.0,0.0,0.0,0.0
248575,5050560,0,0,2,225000,1,0,0,4,8.46,45.94,75.0,0,0.0,1.0,0.0,0.0,0.0
248595,5050561,0,0,2,225000,1,0,0,4,8.46,45.94,75.0,0,0.0,1.0,0.0,0.0,0.0
248615,5050562,0,0,2,225000,1,0,0,4,8.46,45.94,64.70588235294117,0,0.0,1.0,0.0,0.0,0.0
248632,5050563,0,0,2,225000,1,0,0,4,8.46,45.94,60.0,0,0.0,1.0,0.0,0.0,0.0
248647,5050564,0,0,2,225000,1,0,0,4,8.46,45.94,33.33333333333333,0,0.0,1.0,0.0,0.0,0.0
248659,5050565,0,0,2,225000,1,0,0,4,8.46,45.94,0.0,0,0.0,1.0,0.0,0.0,0.0
248665,5050566,0,0,2,225000,1,0,0,4,8.46,45.94,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
248671,5050567,1,0,1,675000,0,1,1,3,12.46,47.01,80.0,1,0.0,0.0,0.0,0.0,1.0
248696,5050568,1,0,1,675000,0,1,1,3,12.46,47.01,80.76923076923077,1,0.0,0.0,0.0,0.0,1.0
248722,5050569,1,0,1,675000,0,1,1,3,12.46,47.01,0.0,0,0.0,0.0,0.0,0.0,1.0
248743,5050573,0,0,0,247500,0,1,0,2,0.0,60.58,80.95238095238095,1,0.0,0.0,0.0,0.0,1.0
248785,5050574,0,0,0,247500,0,1,0,2,0.0,60.58,80.95238095238095,1,0.0,0.0,0.0,0.0,1.0
248827,5050576,0,0,0,247500,0,1,0,2,0.0,60.58,100.0,1,0.0,0.0,0.0,0.0,1.0
248869,5050577,0,0,0,247500,0,1,0,2,0.0,60.58,80.48780487804879,1,0.0,0.0,0.0,0.0,1.0
248910,5050578,0,0,0,247500,0,1,0,2,0.0,60.58,100.0,1,0.0,0.0,0.0,0.0,1.0
248917,5050579,0,0,0,117000,1,1,0,2,5.87,52.88,50.0,0,0.0,1.0,0.0,0.0,0.0
248963,5050581,0,0,0,126000,1,0,0,2,6.12,42.88,60.0,0,0.0,0.0,0.0,0.0,1.0
248978,5050582,0,0,0,126000,1,0,0,2,6.12,42.88,60.0,0,0.0,0.0,0.0,0.0,1.0
248993,5050583,0,0,0,126000,1,0,0,2,6.12,42.88,64.70588235294117,0,0.0,0.0,0.0,0.0,1.0
249010,5050584,0,0,0,126000,1,0,0,2,6.12,42.88,75.0,0,0.0,0.0,0.0,0.0,1.0
249034,5050585,0,0,0,126000,1,0,0,2,6.12,42.88,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
249052,5050586,0,0,0,126000,1,0,0,2,6.12,42.88,80.0,1,0.0,0.0,0.0,0.0,1.0
249082,5050587,0,0,0,126000,1,0,0,2,6.12,42.88,0.0,0,0.0,0.0,0.0,0.0,1.0
249087,5050588,1,0,0,121500,1,0,0,2,3.79,34.69,60.0,0,0.0,0.0,0.0,0.0,1.0
249097,5050589,1,0,0,121500,1,0,0,2,3.79,34.69,41.17647058823529,0,0.0,0.0,0.0,0.0,1.0
249114,5050590,1,0,0,121500,1,0,0,2,3.79,34.69,41.17647058823529,0,0.0,0.0,0.0,0.0,1.0
249131,5050591,1,0,0,121500,1,0,0,2,3.79,34.69,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
249138,5050592,1,0,0,121500,1,0,0,2,3.79,34.69,20.0,0,0.0,0.0,0.0,0.0,1.0
249143,5050593,1,0,0,121500,1,0,0,2,3.79,34.69,69.23076923076923,0,0.0,0.0,0.0,0.0,1.0
249156,5050594,1,0,0,121500,1,0,0,2,3.79,34.69,41.17647058823529,0,0.0,0.0,0.0,0.0,1.0
249173,5050595,1,0,0,121500,1,0,0,2,3.79,34.69,61.53846153846154,0,0.0,0.0,0.0,0.0,1.0
249186,5050596,1,0,0,121500,1,0,0,2,3.79,34.69,28.57142857142857,0,0.0,0.0,0.0,0.0,1.0
249193,5050598,0,0,0,315000,1,1,0,2,16.05,50.7,42.10526315789473,0,0.0,1.0,0.0,0.0,0.0
249212,5050599,0,0,0,315000,1,1,0,2,16.05,50.7,38.88888888888889,0,0.0,1.0,0.0,0.0,0.0
249230,5050600,0,0,0,315000,1,1,0,2,16.05,50.7,77.77777777777779,1,0.0,1.0,0.0,0.0,0.0
249248,5050601,0,0,0,315000,1,1,0,2,16.05,50.7,38.88888888888889,0,0.0,1.0,0.0,0.0,0.0
249266,5050607,0,0,0,157500,1,0,0,2,19.97,50.21,0.0,0,0.0,0.0,0.0,0.0,1.0
249277,5050608,0,0,0,157500,1,0,0,2,19.97,50.21,5.555555555555555,0,0.0,0.0,0.0,0.0,1.0
249295,5050611,1,0,2,157500,1,1,0,4,1.04,37.84,0.0,0,0.0,0.0,0.0,0.0,1.0
249326,5050612,0,0,0,76500,0,0,0,2,8.87,39.43,76.92307692307693,1,0.0,0.0,0.0,0.0,1.0
249352,5050613,0,0,0,76500,0,0,0,2,8.87,39.43,22.22222222222222,0,0.0,0.0,0.0,0.0,1.0
249370,5050616,1,0,0,90000,0,0,0,1,25.3,46.84,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
249376,5050617,1,0,0,90000,0,0,0,1,25.3,46.84,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
249382,5050618,1,0,0,90000,0,0,0,1,25.3,46.84,0.0,0,0.0,0.0,0.0,0.0,1.0
249387,5050619,1,0,0,112500,0,1,0,2,5.38,27.41,20.0,0,0.0,0.0,0.0,0.0,1.0
249392,5050620,1,0,0,112500,0,1,0,2,5.38,27.41,62.5,0,0.0,0.0,0.0,0.0,1.0
249400,5050621,1,0,0,112500,0,1,0,2,5.38,27.41,0.0,0,0.0,0.0,0.0,0.0,1.0
249404,5050622,1,0,0,180000,0,0,0,2,1.45,40.09,41.37931034482759,0,0.0,0.0,0.0,0.0,1.0
249433,5050623,1,0,0,180000,0,0,0,2,1.45,40.09,15.0,0,0.0,0.0,0.0,0.0,1.0
249453,5050624,1,0,0,315000,0,1,0,2,1.37,35.79,0.0,0,0.0,0.0,0.0,0.0,1.0
249458,5050625,1,0,0,315000,0,1,0,2,1.37,35.79,100.0,1,0.0,0.0,0.0,0.0,1.0
249478,5050626,1,0,0,315000,0,1,0,2,1.37,35.79,100.0,1,0.0,0.0,0.0,0.0,1.0
249498,5050627,1,0,0,315000,0,1,0,2,1.37,35.79,100.0,1,0.0,0.0,0.0,0.0,1.0
249518,5050628,1,0,0,315000,0,1,0,2,1.37,35.79,0.0,0,0.0,0.0,0.0,0.0,1.0
249523,5050629,1,0,0,315000,0,1,0,2,1.37,35.79,100.0,1,0.0,0.0,0.0,0.0,1.0
249529,5050630,1,0,0,119250,0,0,0,2,1.62,48.16,47.22222222222222,0,0.0,0.0,0.0,0.0,1.0
249565,5050632,1,0,1,270000,1,0,0,3,1.62,43.8,0.0,0,0.0,0.0,0.0,0.0,1.0
249577,5050634,1,0,1,270000,1,0,0,3,1.62,43.8,0.0,0,0.0,0.0,0.0,0.0,1.0
249585,5050635,0,0,0,225000,0,0,0,2,8.13,37.14,42.857142857142854,0,0.0,0.0,0.0,0.0,1.0
249599,5050636,0,0,0,225000,0,0,0,2,8.13,37.14,0.0,0,0.0,0.0,0.0,0.0,1.0
249606,5050637,1,0,2,225000,0,0,0,4,2.04,28.06,56.25,0,0.0,1.0,0.0,0.0,0.0
249622,5050638,1,0,2,225000,0,0,0,4,2.04,28.06,56.25,0,0.0,1.0,0.0,0.0,0.0
249638,5050639,1,0,2,225000,0,0,0,4,2.04,28.06,100.0,1,0.0,1.0,0.0,0.0,0.0
249654,5050640,1,0,2,225000,0,0,0,4,2.04,28.06,56.25,0,0.0,1.0,0.0,0.0,0.0
249670,5050641,1,0,2,225000,0,0,0,4,2.04,28.06,56.25,0,0.0,1.0,0.0,0.0,0.0
249686,5050642,1,0,2,225000,0,0,0,4,2.04,28.06,100.0,1,0.0,1.0,0.0,0.0,0.0
249701,5050643,1,0,0,346500,0,0,0,2,4.29,24.63,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
249736,5050644,1,0,0,346500,0,0,0,2,4.29,24.63,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
249748,5050645,1,0,0,346500,0,0,0,2,4.29,24.63,92.5,1,0.0,0.0,0.0,0.0,1.0
249788,5050646,1,0,0,346500,0,0,0,2,4.29,24.63,74.35897435897436,0,0.0,0.0,0.0,0.0,1.0
249827,5050647,1,0,0,225000,0,0,0,2,15.63,36.51,100.0,1,0.0,0.0,0.0,0.0,1.0
249840,5050648,0,0,0,112500,1,1,0,2,2.87,40.18,76.92307692307693,1,0.0,0.0,0.0,0.0,1.0
249853,5050649,0,0,0,112500,1,1,0,2,2.87,40.18,76.92307692307693,1,0.0,0.0,0.0,0.0,1.0
249905,5050650,0,0,0,112500,1,1,0,2,2.87,40.18,23.214285714285715,0,0.0,0.0,0.0,0.0,1.0
249961,5050651,0,0,0,112500,1,1,0,2,2.87,40.18,30.76923076923077,0,0.0,0.0,0.0,0.0,1.0
249974,5050653,0,0,0,112500,1,1,0,2,2.87,40.18,88.88888888888889,1,0.0,0.0,0.0,0.0,1.0
249992,5050654,0,0,0,112500,1,1,0,2,2.87,40.18,84.61538461538461,1,0.0,0.0,0.0,0.0,1.0
250031,5050655,0,0,0,112500,1,1,0,2,2.87,40.18,88.88888888888889,1,0.0,0.0,0.0,0.0,1.0
250049,5050656,0,0,0,112500,1,1,0,2,2.87,40.18,67.74193548387096,0,0.0,0.0,0.0,0.0,1.0
250080,5050657,0,0,0,112500,1,1,0,2,2.87,40.18,0.0,0,0.0,0.0,0.0,0.0,1.0
250085,5050658,0,0,0,112500,1,1,0,2,2.87,40.18,30.76923076923077,0,0.0,0.0,0.0,0.0,1.0
250098,5050659,0,0,0,112500,1,1,0,2,2.87,40.18,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
250104,5050661,0,0,0,191250,0,1,0,2,22.39,55.63,65.3061224489796,0,0.0,0.0,0.0,0.0,1.0
250153,5050666,1,0,0,270000,0,0,0,1,8.29,42.72,15.384615384615385,0,0.0,0.0,0.0,0.0,1.0
250179,5050667,0,0,1,99000,1,1,0,3,22.3,42.32,65.0,0,0.0,0.0,0.0,0.0,1.0
250199,5050668,0,0,1,99000,1,1,0,3,22.3,42.32,50.0,0,0.0,0.0,0.0,0.0,1.0
250213,5050670,0,0,1,99000,1,1,0,3,22.3,42.32,4.0,0,0.0,0.0,0.0,0.0,1.0
250238,5050672,0,0,0,171000,1,1,0,1,0.45,31.81,75.0,0,0.0,0.0,1.0,0.0,0.0
250258,5050674,1,0,1,180000,1,0,0,3,0.29,43.53,0.0,0,0.0,0.0,0.0,0.0,1.0
250287,5050677,1,0,0,132372,1,0,1,2,1.04,23.05,100.0,1,0.0,0.0,0.0,0.0,1.0
250298,5050678,1,0,0,132372,1,0,1,2,1.04,23.05,100.0,1,0.0,0.0,0.0,0.0,1.0
250305,5050679,1,0,0,132372,1,0,1,2,1.04,23.05,100.0,1,0.0,0.0,0.0,0.0,1.0
250316,5050680,1,0,0,180000,0,0,0,2,3.04,28.46,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
250325,5050681,1,0,0,180000,0,0,0,2,3.04,28.46,0.0,0,0.0,0.0,0.0,0.0,1.0
250336,5050683,0,0,0,157500,0,0,0,1,0.54,49.21,80.95238095238095,1,0.0,0.0,0.0,0.0,1.0
250357,5050684,0,0,0,157500,0,0,0,1,0.54,49.21,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
250381,5050686,0,0,1,135000,0,0,0,2,6.96,40.84,56.00000000000001,0,0.0,0.0,0.0,0.0,1.0
250406,5050687,0,0,1,135000,0,0,0,2,6.96,40.84,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
250441,5050688,0,0,1,135000,0,0,0,2,6.96,40.84,68.57142857142857,0,0.0,0.0,0.0,0.0,1.0
250476,5050689,0,0,1,135000,0,0,0,2,6.96,40.84,61.53846153846154,0,0.0,0.0,0.0,0.0,1.0
250502,5050690,0,0,1,135000,0,0,0,2,6.96,40.84,21.428571428571427,0,0.0,0.0,0.0,0.0,1.0
250516,5050691,0,0,1,135000,0,0,0,2,6.96,40.84,0.0,0,0.0,0.0,0.0,0.0,1.0
250520,5050692,0,0,1,135000,0,0,0,2,6.96,40.84,77.77777777777779,1,0.0,0.0,0.0,0.0,1.0
250529,5050693,0,0,1,135000,0,0,0,2,6.96,40.84,0.0,0,0.0,0.0,0.0,0.0,1.0
250535,5050694,1,0,0,225000,0,0,0,2,6.79,26.57,76.0,1,0.0,1.0,0.0,0.0,0.0
250560,5050695,1,0,0,225000,0,0,0,2,6.79,26.57,75.0,0,0.0,1.0,0.0,0.0,0.0
250584,5050699,1,0,0,157500,0,0,0,2,5.38,33.72,74.07407407407408,0,0.0,0.0,0.0,0.0,1.0
250611,5050700,1,0,0,157500,0,0,0,2,5.38,33.72,77.27272727272727,1,0.0,0.0,0.0,0.0,1.0
250655,5050703,1,0,0,157500,0,0,0,2,5.38,33.72,47.05882352941176,0,0.0,0.0,0.0,0.0,1.0
250672,5050705,1,0,0,157500,0,0,0,2,5.38,33.72,93.75,1,0.0,0.0,0.0,0.0,1.0
250688,5050707,1,0,0,157500,0,0,0,2,5.38,33.72,80.0,1,0.0,0.0,0.0,0.0,1.0
250708,5050713,1,0,0,157500,0,0,0,2,2.29,26.24,100.0,1,0.0,1.0,0.0,0.0,0.0
250718,5050714,1,0,0,157500,0,0,0,2,2.29,26.24,100.0,1,0.0,1.0,0.0,0.0,0.0
250721,5050715,1,0,0,157500,0,0,0,2,2.29,26.24,16.666666666666664,0,0.0,1.0,0.0,0.0,0.0
250727,5050716,1,0,0,157500,0,0,0,2,2.29,26.24,100.0,1,0.0,1.0,0.0,0.0,0.0
250734,5050717,1,0,0,157500,0,0,0,2,2.29,26.24,50.0,0,0.0,1.0,0.0,0.0,0.0
